PolicyID,CustomerID,ProductLine,Region,Channel,PolicyStartDate,PolicyEndDate,Exposure,Premium,ClaimCount,ClaimAmount,Age,VehicleAge
POL-101423,CUST-50576,Home,East,Broker,2023-05-08,2024-03-13,0.837,425.89,0,0.0,42.0,7
POL-101424,CUST-51367,Commercial,North,Broker,2022-07-06,2023-07-01,0.31,432.02,0,0.0,44.0,14
POL-101425,CUST-52332,Motor,East,Broker,2023-08-18,2024-07-10,0.267,212.36,0,0.0,46.0,9
POL-101426,CUST-50702,Motor,East,Direct,2023-05-06,2024-05-01,0.336,298.64,1,8171.06,64.0,13
POL-101427,CUST-50340,Motor,West,Online,2023-10-21,2024-08-05,0.546,551.4,0,0.0,28.0,7
POL-101428,CUST-51243,Motor,West,Online,2022-07-14,2023-05-15,0.6,527.94,0,0.0,37.0,3
POL-101429,CUST-52682,Motor,West,Broker,2023-07-29,2024-02-21,0.352,224.93,0,0.0,53.0,16
POL-101430,CUST-50965,Commercial,East,Online,2022-12-10,2023-11-13,0.558,597.65,0,0.0,57.0,4
POL-101431,CUST-51154,Motor,North,Broker,2022-05-16,2023-03-31,0.581,652.66,0,0.0,34.0,3
POL-101432,CUST-50378,Commercial,South,Direct,2022-05-05,2022-12-18,0.332,571.1,0,0.0,24.0,17
POL-101433,CUST-52181,Liability,East,Direct,2023-02-15,2023-10-18,0.937,1065.2,0,0.0,46.0,18
POL-101434,CUST-51012,Motor,Central,Broker,2022-08-22,2023-06-11,0.699,795.71,0,0.0,54.0,12
POL-101435,CUST-50508,Commercial,West,Broker,2022-03-16,2022-09-14,0.541,846.46,0,0.0,61.0,11
POL-101436,CUST-50306,Home,Central,Direct,2022-11-08,2023-10-06,0.63,293.58,0,0.0,18.0,7
POL-101437,CUST-50942,Liability,Central,Agent,2023-04-22,2023-12-10,0.486,571.57,0,0.0,19.0,12
POL-101438,CUST-50610,Home,North,Direct,2022-08-21,2023-03-02,0.891,449.44,0,0.0,40.0,12
POL-101439,CUST-51485,Motor,North,Broker,2023-11-29,2024-07-27,0.681,675.13,0,0.0,50.0,10
POL-101440,CUST-51279,Motor,East,Broker,2023-07-24,2024-06-23,0.621,517.55,0,0.0,18.0,13
POL-101441,CUST-51489,Liability,South,Online,2023-01-10,2023-08-29,0.933,658.1,0,0.0,27.0,11
POL-101442,CUST-51100,Motor,Central,Agent,2023-11-14,2024-08-20,0.878,551.42,0,0.0,41.0,17
POL-101443,CUST-50291,Commercial,East,Agent,2022-11-13,2023-10-10,0.86,1215.63,0,0.0,33.0,13
POL-101444,CUST-52331,Motor,North,Broker,2022-04-12,2022-10-15,0.419,397.53,1,2931.24,58.0,7
POL-101445,CUST-51644,Home,South,Agent,2022-01-27,2022-12-14,0.365,185.48,0,0.0,19.0,13
POL-101446,CUST-50553,Home,South,Agent,2023-11-16,2024-07-06,0.768,368.89,0,0.0,68.0,4
POL-101447,CUST-50225,Motor,North,Direct,2023-12-02,2024-10-06,0.601,492.13,0,0.0,27.0,4
POL-101448,CUST-52819,Motor,South,Agent,2023-06-24,2024-01-24,0.763,,0,0.0,43.0,16
POL-101449,CUST-52771,Motor,East,Direct,2022-03-17,2022-10-08,0.82,870.42,1,8216.85,74.0,11
POL-101450,CUST-50566,Commercial,Central,Agent,2022-08-03,2023-06-25,0.471,805.13,0,0.0,55.0,1
POL-101451,CUST-51265,Commercial,West,Agent,2022-01-30,2022-12-26,0.463,669.84,0,0.0,74.0,7
POL-101452,CUST-51747,Motor,North,Broker,2022-02-07,2023-02-04,0.618,530.21,0,0.0,19.0,19
POL-101453,CUST-51317,Home,East,Online,2022-06-29,2023-04-30,0.455,242.09,0,0.0,59.0,12
POL-101454,CUST-52508,Motor,West,Broker,2023-02-22,2023-11-15,0.75,507.45,0,0.0,22.0,17
POL-101455,CUST-51730,Commercial,South,Agent,2022-02-17,2022-09-21,0.81,835.17,0,0.0,52.0,10
POL-101456,CUST-50796,Commercial,East,Broker,2023-12-20,2024-08-10,0.604,1140.38,0,0.0,36.0,0
POL-101457,CUST-52345,Commercial,Central,Broker,2022-11-29,2023-09-25,0.793,1204.27,0,0.0,62.0,3
POL-101458,CUST-52624,Commercial,North,Direct,2022-07-12,2023-03-13,0.633,644.45,0,0.0,25.0,1
POL-101459,CUST-50208,Motor,East,Agent,2023-01-12,2023-10-08,0.785,714.24,0,0.0,69.0,14
POL-101460,CUST-52554,Motor,West,Agent,2023-07-31,2024-02-27,0.419,313.71,0,0.0,45.0,15
POL-101461,CUST-52108,Commercial,West,Broker,2022-08-17,2023-05-05,0.804,1164.81,0,0.0,47.0,9
POL-101462,CUST-52753,Motor,Central,Direct,2022-02-04,2022-09-16,0.786,782.14,0,0.0,50.0,14
POL-101463,CUST-52731,Motor,South,Online,2022-02-07,2022-08-26,0.45,484.56,0,0.0,20.0,11
POL-101464,CUST-50148,Motor,East,Broker,2023-09-14,2024-04-05,0.667,674.86,0,0.0,35.0,14
POL-101465,CUST-51317,Commercial,Central,Direct,2022-03-23,2022-12-24,0.891,1714.95,0,0.0,58.0,13
POL-101466,CUST-50214,Home,Central,Broker,2023-04-09,2023-12-13,0.437,234.18,0,0.0,72.0,9
POL-101467,CUST-50039,Liability,Central,Broker,2022-10-08,2023-04-24,0.802,914.05,0,0.0,74.0,13
POL-101468,CUST-52751,Motor,West,Direct,2023-07-22,2024-04-22,0.965,1085.09,0,0.0,48.0,6
POL-101469,CUST-50742,Motor,South,Agent,2022-02-14,2022-09-12,0.9,700.7,1,2655.35,32.0,14
POL-101470,CUST-50182,Motor,South,Online,2023-10-18,2024-04-17,0.551,589.94,0,0.0,45.0,18
POL-101471,CUST-52823,Commercial,West,Agent,2023-05-25,2023-12-15,0.705,1388.37,0,0.0,44.0,4
POL-101472,CUST-51223,Motor,South,Direct,2022-11-24,2023-08-14,0.994,972.24,0,0.0,40.0,13
POL-101473,CUST-50354,Liability,West,Broker,2022-06-01,2023-05-24,0.676,,0,0.0,38.0,2
POL-101474,CUST-50764,Home,East,Online,2023-12-15,2024-07-26,0.336,183.86,0,0.0,67.0,7
POL-101475,CUST-50040,Commercial,East,Agent,2022-08-09,2023-03-29,0.284,484.27,0,0.0,40.0,13
POL-101476,CUST-52031,Commercial,South,Online,2022-12-25,2023-08-07,0.843,1596.78,0,0.0,19.0,5
POL-101477,CUST-52807,Home,West,Agent,2022-10-15,2023-06-18,0.568,252.37,0,0.0,59.0,4
POL-101478,CUST-51173,Commercial,East,Agent,2022-06-18,2023-04-27,0.435,585.61,0,0.0,55.0,7
POL-101479,CUST-52589,Motor,South,Online,2022-11-01,2023-06-28,0.511,375.06,0,0.0,39.0,2
POL-101480,CUST-51029,Commercial,South,Agent,2022-04-21,2023-02-17,0.818,1180.69,0,0.0,53.0,12
POL-101481,CUST-51381,Commercial,East,Direct,2022-01-02,2022-12-15,0.599,1075.21,0,0.0,71.0,2
POL-101482,CUST-50641,Home,West,Broker,2022-07-31,2023-07-21,0.901,587.65,0,0.0,70.0,6
POL-101483,CUST-50016,Motor,Central,Online,2022-03-23,2023-01-01,0.801,723.61,0,0.0,63.0,6
POL-101484,CUST-50489,Liability,South,Direct,2022-10-30,2023-09-07,0.981,1082.82,0,0.0,51.0,19
POL-101485,CUST-51751,Liability,North,Agent,2023-09-22,2024-09-06,0.916,952.41,0,0.0,19.0,19
POL-101486,CUST-50297,Home,Central,Online,2022-04-29,2023-03-21,0.441,-323.12,0,0.0,47.0,1
POL-101487,CUST-52450,Liability,North,Agent,2022-01-01,2022-08-24,0.744,565.01,0,0.0,64.0,3
POL-101488,CUST-52751,Home,Central,Direct,2022-03-23,2022-10-13,0.265,117.63,0,0.0,66.0,14
POL-101489,CUST-50858,Motor,North,Direct,2023-01-06,2023-07-26,0.993,1079.33,0,0.0,62.0,5
POL-101490,CUST-50811,Home,South,Direct,2022-07-20,2023-06-29,0.446,286.26,0,0.0,74.0,12
POL-101491,CUST-50518,Motor,Central,Direct,2022-12-24,2023-10-03,0.749,578.67,0,0.0,47.0,18
POL-101492,CUST-51229,Home,North,Online,2022-01-22,2022-09-14,0.887,559.85,0,0.0,24.0,3
POL-101493,CUST-52713,Home,North,Broker,2022-09-01,2023-05-03,0.37,264.97,0,0.0,46.0,19
POL-101494,CUST-51170,Motor,West,Online,2022-10-27,2023-06-16,0.886,591.33,0,0.0,36.0,1
POL-101495,CUST-52303,Motor,North,Agent,2022-11-11,2023-10-06,0.259,234.8,0,0.0,65.0,4
POL-101496,CUST-50965,Commercial,North,Broker,2023-02-07,2023-11-27,0.581,655.0,0,0.0,62.0,10
POL-101497,CUST-51344,Commercial,West,Direct,2023-07-24,2024-07-01,0.604,1140.03,0,0.0,42.0,17
POL-101498,CUST-51480,Liability,Central,Agent,2022-12-08,2023-08-01,0.531,569.12,0,0.0,40.0,11
POL-101499,CUST-52715,Motor,West,Broker,2023-09-07,2024-05-31,0.69,743.45,0,0.0,27.0,2
POL-101500,CUST-51496,Commercial,Central,Direct,2023-01-22,2023-08-12,0.936,1635.02,0,0.0,20.0,4
POL-101501,CUST-51824,Motor,East,Broker,2022-07-10,2023-07-05,0.495,534.64,0,0.0,35.0,15
POL-101502,CUST-52562,Motor,West,Agent,2022-06-17,2023-03-19,0.684,546.09,0,0.0,31.0,11
POL-101503,CUST-52832,Commercial,Central,Agent,2022-08-24,2023-06-02,0.908,1050.15,0,0.0,33.0,0
POL-101504,CUST-52684,Motor,East,Agent,2023-03-13,2023-11-24,0.83,934.17,0,0.0,74.0,10
POL-101505,CUST-50309,Commercial,North,Agent,2022-06-27,2023-02-12,0.281,537.53,0,0.0,56.0,8
POL-101506,CUST-50336,Motor,South,Agent,2023-10-30,2024-10-20,0.957,1072.36,0,0.0,49.0,0
POL-101507,CUST-51309,Motor,West,Online,2022-12-17,2023-09-13,0.285,337.33,0,0.0,28.0,4
POL-101508,CUST-51053,Home,Central,Agent,2023-09-23,2024-07-24,0.692,479.37,0,0.0,65.0,18
POL-101509,CUST-52037,Motor,West,Online,2023-05-14,2023-11-16,0.682,613.76,0,0.0,54.0,14
POL-101510,CUST-51296,Motor,East,Online,2022-09-01,2023-04-20,0.84,898.31,0,0.0,47.0,1
POL-101511,CUST-51223,Motor,South,Agent,2022-06-16,2023-05-11,0.361,238.45,0,0.0,44.0,0
POL-101512,CUST-50271,Motor,West,Online,2023-06-28,2024-01-10,0.385,408.45,0,0.0,49.0,6
POL-101513,CUST-51049,Commercial,Central,Agent,2022-08-30,2023-03-16,0.814,,0,0.0,65.0,9
POL-101514,CUST-51714,Motor,South,Direct,2022-06-30,2023-05-26,0.362,339.71,0,0.0,59.0,9
POL-101515,CUST-52086,Home,East,Online,2023-11-11,2024-07-05,0.602,362.62,0,0.0,45.0,13
POL-101516,CUST-50506,Home,East,Online,2022-12-19,2023-08-06,0.0,574.32,0,0.0,56.0,3
POL-101517,CUST-51817,Home,South,Agent,2022-02-05,2022-11-17,0.738,613.36,0,0.0,70.0,0
POL-101518,CUST-51718,Home,East,Agent,2022-12-28,2023-08-01,0.408,205.04,0,0.0,36.0,13
POL-101519,CUST-50847,Home,North,Agent,2022-12-03,2023-06-08,0.478,271.99,0,0.0,69.0,17
POL-101520,CUST-52669,Commercial,East,Online,2023-09-23,2024-03-21,0.977,1657.47,0,0.0,52.0,3
POL-101521,CUST-51332,Motor,North,Agent,2023-06-04,2023-12-15,0.587,640.28,0,0.0,28.0,7
POL-101522,CUST-50791,Commercial,East,Broker,2022-05-20,2022-12-15,0.283,474.55,0,0.0,73.0,12
POL-101523,CUST-52120,Motor,Central,Agent,2022-04-20,2023-02-23,0.415,392.82,0,0.0,57.0,3
POL-101524,CUST-50565,Home,North,Broker,2023-03-17,2023-11-07,0.507,238.9,0,0.0,39.0,17
POL-101525,CUST-51880,Home,South,Broker,2022-02-04,2022-08-16,1.0,622.23,0,0.0,30.0,4
POL-101526,CUST-52046,Motor,West,Agent,2022-08-21,2023-02-19,0.477,536.46,0,0.0,70.0,10
POL-101527,CUST-51359,Motor,Central,Broker,2022-04-11,2023-01-04,0.27,218.75,0,0.0,64.0,6
POL-101528,CUST-50611,Motor,Central,Broker,2022-01-16,2022-12-18,0.635,521.78,0,0.0,20.0,13
POL-101529,CUST-50780,Motor,North,Broker,2023-11-02,2024-07-01,0.313,252.82,0,0.0,54.0,3
POL-101530,CUST-50665,Home,South,Broker,2022-03-07,2022-09-14,0.456,269.69,0,0.0,24.0,1
POL-101531,CUST-50343,Motor,Central,Broker,2022-01-07,2022-08-17,0.994,830.82,0,0.0,34.0,10
POL-101532,CUST-52993,Commercial,East,Direct,2023-11-13,2024-08-11,0.778,1400.37,0,0.0,50.0,17
POL-101533,CUST-52520,Commercial,Central,Broker,2022-05-18,2022-12-19,0.288,425.34,0,0.0,32.0,12
POL-101534,CUST-51565,Motor,North,Broker,2023-08-20,2024-08-15,0.587,561.3,0,0.0,47.0,15
POL-101535,CUST-52460,Motor,North,Agent,2022-01-23,2022-12-10,0.379,325.27,0,0.0,42.0,8
POL-101536,CUST-51972,Motor,South,Agent,2022-04-23,2022-12-23,0.342,381.31,0,0.0,51.0,2
POL-101537,CUST-51839,Commercial,North,Online,2022-03-22,2023-03-13,0.69,825.54,0,0.0,63.0,8
POL-101538,CUST-52151,Motor,Central,Online,2023-05-31,2024-01-26,0.629,420.25,0,0.0,26.0,19
POL-101539,CUST-51714,Motor,Central,Agent,2023-03-29,2023-10-21,0.807,675.94,0,0.0,63.0,15
POL-101540,CUST-51680,Liability,South,Broker,2022-12-14,2023-12-03,0.919,1244.66,0,0.0,30.0,14
POL-101541,CUST-50408,Home,North,Broker,2022-06-26,2023-06-19,0.435,320.9,0,0.0,19.0,6
POL-101542,CUST-51831,Motor,North,Direct,2022-03-06,2022-10-30,0.942,905.9,0,0.0,43.0,11
POL-101543,CUST-51340,Commercial,South,Agent,2023-02-20,2023-12-07,0.638,900.34,0,0.0,35.0,12
POL-101544,CUST-50738,Liability,West,Online,2022-06-18,2023-01-16,0.0,394.48,0,0.0,28.0,13
POL-101545,CUST-51451,Home,Central,Agent,2023-03-07,2023-12-31,0.884,750.65,0,0.0,42.0,17
POL-101546,CUST-52500,Motor,East,Online,2023-05-17,2024-03-20,0.277,235.18,0,0.0,67.0,13
POL-101547,CUST-51384,Home,Central,Agent,2023-09-13,2024-07-21,0.67,497.55,0,0.0,51.0,4
POL-101548,CUST-51429,Motor,Central,Agent,2022-12-27,2023-10-08,0.791,852.07,0,0.0,59.0,4
POL-101549,CUST-50726,Home,West,Agent,2022-01-04,2022-11-10,0.46,330.91,0,0.0,26.0,12
POL-101550,CUST-52417,Motor,North,Agent,2022-07-24,2023-05-03,0.898,658.59,0,0.0,22.0,17
POL-101551,CUST-50371,Home,Central,Online,2023-09-15,2024-08-12,0.43,240.36,0,0.0,37.0,18
POL-101552,CUST-52512,Commercial,Central,Broker,2023-01-25,2023-08-26,0.88,913.73,0,0.0,62.0,12
POL-101553,CUST-52794,Liability,East,Agent,2023-03-28,2023-12-22,0.309,417.46,0,0.0,68.0,10
POL-101554,CUST-50532,Commercial,East,Online,2022-12-01,2023-08-15,0.37,689.0,0,0.0,23.0,16
POL-101555,CUST-51669,Motor,West,Agent,2022-04-29,2023-02-02,0.536,447.77,0,0.0,45.0,19
POL-101556,CUST-51757,Motor,East,Agent,2023-10-17,2024-05-10,0.891,1003.26,0,0.0,40.0,0
POL-101557,CUST-52587,Home,South,Agent,2023-07-19,2024-03-15,0.358,179.25,0,0.0,60.0,6
POL-101558,CUST-50978,Motor,West,Broker,2023-12-28,2024-12-19,0.907,562.35,1,2475.15,29.0,6
POL-101559,CUST-52015,Motor,West,Online,2023-09-17,2024-04-03,0.422,285.06,0,0.0,45.0,11
POL-101560,CUST-50298,Commercial,North,Agent,2022-08-01,2022-07-02,0.589,1125.97,0,0.0,66.0,5
POL-101561,CUST-52460,Motor,West,Direct,2022-07-05,2023-05-04,0.515,355.6,0,0.0,44.0,6
POL-101562,CUST-52273,Motor,North,Agent,2022-07-01,2023-03-26,0.339,215.45,0,0.0,62.0,0
POL-101563,CUST-50647,Home,East,Agent,2023-11-02,2024-05-06,0.958,492.92,0,0.0,53.0,0
POL-101564,CUST-50375,Liability,North,Direct,2023-02-11,2023-08-16,0.579,562.05,0,0.0,52.0,8
POL-101565,CUST-50318,Home,Central,Direct,2022-11-28,2023-07-17,0.768,498.78,0,0.0,32.0,19
POL-101566,CUST-52487,Motor,West,Broker,2023-12-08,2024-06-24,0.681,500.79,0,0.0,74.0,5
POL-101567,CUST-51841,Home,East,Agent,2023-03-17,2023-09-30,0.626,490.58,0,0.0,32.0,4
POL-101568,CUST-51113,Liability,East,Agent,2023-10-26,2024-05-22,0.712,957.25,0,0.0,71.0,5
POL-101569,CUST-51648,Motor,West,Direct,2023-12-20,2024-07-22,0.924,709.68,1,3156.83,74.0,19
POL-101570,CUST-51675,Home,North,Broker,2022-02-27,2023-01-28,0.0,648.68,0,0.0,47.0,13
POL-101571,CUST-50289,Commercial,East,Broker,2022-09-21,2023-07-16,0.649,1197.53,0,0.0,67.0,13
POL-101572,CUST-51318,Commercial,West,Agent,2023-06-20,2023-12-22,0.734,1405.1,0,0.0,58.0,3
POL-101573,CUST-51833,Motor,South,Direct,2023-08-17,2024-06-08,0.705,444.52,0,0.0,60.0,18
POL-101574,CUST-51822,Liability,East,Agent,2022-04-19,2022-11-10,0.575,,0,0.0,21.0,3
POL-101575,CUST-50545,Motor,South,Direct,2022-08-21,2023-05-06,0.719,678.47,0,0.0,25.0,19
POL-101576,CUST-52784,Motor,North,Direct,2023-02-05,2023-08-11,0.583,360.16,0,0.0,21.0,19
POL-101577,CUST-50324,Motor,Central,Agent,2023-08-07,2024-02-19,0.818,853.52,0,0.0,19.0,11
POL-101578,CUST-52586,Home,East,Broker,2022-03-24,2022-10-14,0.977,526.51,0,0.0,65.0,17
POL-101579,CUST-52955,Motor,South,Broker,2023-03-15,2023-11-30,0.97,1037.18,0,0.0,27.0,19
POL-101580,CUST-52252,Commercial,South,Broker,2022-08-05,2023-04-28,0.866,1429.23,0,0.0,18.0,11
POL-101581,CUST-51667,Commercial,West,Online,2022-06-07,2023-02-07,0.701,1061.82,0,0.0,71.0,15
POL-101582,CUST-50578,Motor,North,Broker,2023-01-12,2023-11-03,0.812,494.44,1,6948.33,33.0,11
POL-101583,CUST-50989,Commercial,East,Agent,2022-10-30,2023-09-09,0.384,-736.52,0,0.0,64.0,10
POL-101584,CUST-51646,Liability,South,Agent,2023-04-10,2024-02-19,0.609,479.42,0,0.0,72.0,6
POL-101585,CUST-50294,Motor,Central,Direct,2022-08-20,2023-06-03,0.443,,1,3518.87,47.0,13
POL-101586,CUST-52123,Commercial,West,Agent,2023-08-24,2024-05-31,0.253,433.51,0,0.0,70.0,5
POL-101587,CUST-52750,Liability,West,Direct,2022-02-27,2022-11-25,0.975,715.38,0,0.0,73.0,3
POL-101588,CUST-52227,Commercial,North,Agent,2023-09-22,2024-05-03,0.898,1405.68,0,0.0,26.0,5
POL-101589,CUST-52827,Home,North,Agent,2022-01-22,2022-10-19,0.635,540.64,0,0.0,26.0,0
POL-101590,CUST-51422,Commercial,East,Agent,2023-06-22,2023-12-20,0.441,860.68,0,0.0,39.0,18
POL-101591,CUST-50770,Commercial,South,Online,2022-09-10,2023-09-04,0.77,895.89,0,0.0,49.0,5
POL-101592,CUST-50050,Motor,West,Direct,2022-10-07,2023-06-12,0.576,402.07,0,0.0,62.0,15
POL-101593,CUST-51305,Motor,West,Broker,2022-01-14,2022-11-30,0.853,585.51,0,0.0,28.0,8
POL-101594,CUST-50345,Home,South,Agent,2023-05-28,2024-05-19,1.0,762.18,0,0.0,29.0,6
POL-101595,CUST-51936,Motor,North,Online,2022-05-01,2023-01-28,0.512,353.61,0,0.0,35.0,4
POL-101596,CUST-52406,Motor,South,Online,2023-04-27,2024-04-01,0.433,274.27,0,0.0,33.0,16
POL-101597,CUST-50333,Motor,East,Broker,2023-06-14,2024-03-09,0.451,373.09,1,3628.08,71.0,10
POL-101598,CUST-51549,Commercial,South,Direct,2023-09-10,2024-04-01,0.32,638.85,0,0.0,40.0,8
POL-101599,CUST-51610,Commercial,South,Online,2023-06-01,2023-12-02,0.546,725.02,0,0.0,67.0,13
POL-101600,CUST-50933,Motor,South,Agent,2022-08-09,2023-03-02,0.263,269.82,0,0.0,21.0,16
POL-101601,CUST-50655,Motor,North,Agent,2023-06-24,2024-06-13,0.336,228.7,0,0.0,23.0,13
POL-101602,CUST-52140,Motor,West,Broker,2023-08-26,2024-05-20,0.454,437.92,0,0.0,63.0,9
POL-101603,CUST-50675,Motor,Central,Broker,2022-08-20,2023-04-16,0.37,348.09,0,0.0,32.0,17
POL-101604,CUST-50095,Home,Central,Direct,2022-04-01,2022-12-19,0.799,660.3,0,0.0,22.0,17
POL-101605,CUST-51809,Motor,Central,Broker,2023-10-12,2024-05-26,0.329,336.02,0,0.0,51.0,19
POL-101606,CUST-50202,Liability,West,Agent,2022-04-18,2023-03-25,0.899,691.2,0,0.0,26.0,1
POL-101607,CUST-50930,Motor,West,Broker,2023-03-10,2024-03-09,0.416,347.72,0,0.0,21.0,17
POL-101608,CUST-50262,Motor,North,Direct,2022-06-22,2023-01-03,0.331,197.05,0,0.0,41.0,3
POL-101609,CUST-51651,Commercial,South,Agent,2022-04-02,2023-02-09,0.258,324.98,0,0.0,49.0,12
POL-101610,CUST-50652,Motor,West,Agent,2023-07-21,2024-03-19,0.786,921.93,0,0.0,48.0,13
POL-101611,CUST-50786,Motor,Central,Agent,2022-04-15,2022-10-20,0.442,382.85,0,0.0,51.0,4
POL-101612,CUST-51198,Motor,Central,Online,2023-05-05,2024-04-20,0.632,702.28,0,0.0,19.0,0
POL-101613,CUST-51463,Home,West,Agent,2023-05-21,2023-11-28,0.334,148.4,0,0.0,34.0,18
POL-101614,CUST-52157,Motor,North,Agent,2022-02-13,2022-09-19,0.989,1106.33,0,0.0,37.0,17
POL-101615,CUST-52796,Commercial,Central,Direct,2022-05-07,2022-11-07,0.344,659.7,0,0.0,34.0,3
POL-101616,CUST-51809,Home,South,Agent,2023-08-03,2024-04-26,0.559,401.13,0,0.0,49.0,12
POL-101617,CUST-51454,Commercial,North,Direct,2023-01-06,2023-10-24,0.889,1007.23,0,0.0,31.0,3
POL-101618,CUST-51751,Home,West,Broker,2022-03-30,2022-11-24,0.434,353.36,0,0.0,54.0,11
POL-101619,CUST-51504,Commercial,North,Online,2023-12-25,2024-07-05,0.45,867.76,0,0.0,71.0,6
POL-101620,CUST-50016,Home,South,Agent,2022-07-13,2023-01-30,0.856,446.19,0,0.0,55.0,15
POL-101621,CUST-51478,Home,West,Agent,2022-01-03,2022-12-22,0.455,383.12,1,7033.15,40.0,11
POL-101622,CUST-52231,Home,Central,Agent,2023-11-06,2024-09-30,0.252,205.73,0,0.0,42.0,9
POL-101623,CUST-52569,Home,Central,Online,2022-01-13,2023-01-02,0.571,298.59,0,0.0,51.0,13
POL-101624,CUST-50275,Motor,North,Online,2023-02-08,2023-11-13,0.259,214.79,0,0.0,59.0,9
POL-101625,CUST-52045,Home,North,Agent,2023-12-26,2024-10-02,0.932,540.67,0,0.0,35.0,0
POL-101626,CUST-50330,Motor,Central,Agent,2023-02-26,2024-01-18,0.731,651.65,0,0.0,20.0,11
POL-101627,CUST-50091,Home,South,Agent,2023-03-03,2023-12-22,0.687,563.22,0,0.0,58.0,15
POL-101628,CUST-50137,Motor,North,Agent,2022-10-11,2023-06-29,0.401,447.21,0,0.0,55.0,9
POL-101629,CUST-50353,Motor,East,Agent,2022-04-03,2022-11-23,0.775,542.13,0,0.0,23.0,3
POL-101630,CUST-50252,Motor,West,Online,2023-02-23,2023-11-20,0.758,699.58,0,0.0,53.0,0
POL-101631,CUST-51733,Motor,Central,Agent,2023-10-18,2024-04-26,0.295,269.26,0,0.0,22.0,5
POL-101632,CUST-52761,Motor,East,Online,2022-03-08,2022-10-09,0.911,786.18,0,0.0,54.0,15
POL-101633,CUST-52280,Motor,West,Agent,2023-10-05,2024-08-17,0.685,698.87,0,0.0,60.0,6
POL-101634,CUST-52193,Home,East,Online,2022-10-30,2023-10-06,0.844,602.91,0,0.0,18.0,19
POL-101635,CUST-50351,Motor,Central,Broker,2023-01-27,2023-08-13,0.447,339.13,0,0.0,59.0,6
POL-101636,CUST-52814,Liability,East,Agent,2022-05-01,2022-11-15,0.342,316.3,0,0.0,24.0,8
POL-101637,CUST-51508,Commercial,West,Direct,2023-03-30,2023-10-11,0.777,1489.27,0,0.0,33.0,15
POL-101638,CUST-50093,Motor,Central,Agent,2022-05-14,2023-04-06,0.845,666.56,0,0.0,58.0,12
POL-101639,CUST-51927,Motor,Central,Online,2022-07-19,2023-03-13,0.54,463.98,0,0.0,38.0,0
POL-101640,CUST-52113,Motor,East,Direct,2023-06-11,2024-02-06,0.268,314.6,0,0.0,73.0,1
POL-101641,CUST-51202,Motor,East,Online,2022-02-06,2022-08-07,0.864,954.79,0,0.0,72.0,3
POL-101642,CUST-52146,Home,East,Online,2022-11-23,2023-11-18,0.405,298.63,0,0.0,74.0,17
POL-101643,CUST-52080,Home,North,Agent,2023-03-11,2023-11-26,0.504,285.24,0,0.0,23.0,0
POL-101644,CUST-51742,Home,South,Broker,2022-04-07,2023-03-01,0.721,509.66,0,0.0,28.0,1
POL-101645,CUST-51027,Motor,West,Direct,2022-08-04,2023-06-11,0.325,317.53,0,0.0,28.0,15
POL-101646,CUST-52995,Commercial,North,Agent,2022-09-08,2023-04-02,0.304,435.55,0,0.0,51.0,12
POL-101647,CUST-51869,Motor,West,Broker,2023-04-30,2024-03-24,0.269,165.84,0,0.0,42.0,19
POL-101648,CUST-51386,Commercial,East,Agent,2023-12-14,2024-09-21,0.937,1299.64,0,0.0,60.0,4
POL-101649,CUST-52297,Liability,East,Direct,2023-09-03,2024-06-21,0.484,500.74,0,0.0,34.0,13
POL-101650,CUST-50728,Motor,Central,Agent,2022-05-19,2022-12-22,-0.1,864.45,0,0.0,29.0,2
POL-101651,CUST-52867,Commercial,South,Agent,2022-01-14,2022-12-17,0.992,1739.38,0,0.0,54.0,11
POL-101652,CUST-52207,Commercial,West,Online,2022-02-07,2023-01-26,0.752,845.66,0,0.0,53.0,2
POL-101653,CUST-51916,Home,West,Online,2023-03-11,2023-11-21,0.644,363.74,0,0.0,57.0,18
POL-101654,CUST-50799,Motor,Central,Agent,2022-04-25,2022-11-08,0.641,580.36,0,0.0,35.0,8
POL-101655,CUST-51054,Commercial,Central,Agent,2022-06-18,2023-05-21,0.533,785.05,0,0.0,48.0,5
POL-101656,CUST-52848,Motor,East,Direct,2023-09-11,2024-08-21,0.7,418.63,0,0.0,70.0,19
POL-101657,CUST-52163,Motor,South,Agent,2023-09-30,2024-06-30,0.969,1115.69,0,0.0,52.0,1
POL-101658,CUST-50333,Home,West,Direct,2023-09-05,2024-06-18,0.841,694.96,0,0.0,71.0,15
POL-101659,CUST-52413,Motor,Central,Direct,2022-07-05,2023-02-11,0.568,650.15,0,0.0,42.0,10
POL-101660,CUST-50356,Motor,South,Agent,2023-03-29,2023-10-07,0.499,424.15,0,0.0,20.0,13
POL-101661,CUST-51243,Liability,South,Agent,2023-03-22,2024-03-11,0.913,1148.28,1,4483.1,61.0,5
POL-101662,CUST-51251,Motor,East,Agent,2022-05-16,2023-02-09,0.352,357.84,0,0.0,44.0,17
POL-101663,CUST-51087,Home,North,Agent,2023-02-09,2023-09-28,0.887,581.96,0,0.0,20.0,9
POL-101664,CUST-51486,Home,South,Broker,2023-01-19,2023-11-23,0.441,206.16,0,0.0,25.0,8
POL-101665,CUST-50457,Motor,North,Agent,2022-10-17,2023-04-19,0.787,546.86,0,0.0,35.0,9
